0 info it worked if it ends with ok
1 verbose cli [ 'node', '/usr/local/bin/npm', 'cache', 'clear' ]
2 info using npm@2.0.0
3 info using node@v0.10.32
195 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ext-list
196 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/extend
197 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/extname
198 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/eyes
199 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/falafel
200 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/faye-websocket
201 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/fdf2894a-glify-js-node-modules-source-map.lock
202 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/figures
203 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/file-utils
204 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/finalhandler
205 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/findup
206 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/findup-sync
207 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/first-chunk-stream
208 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/fobject
209 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/forever-agent
210 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/form-data
211 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/formatio
212 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/formidable
213 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/fresh
214 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/from
215 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/fs-extra
216 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/fstream
217 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/fstream-ignore
218 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/fullname
219 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gaze
220 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/generator-bespoke
221 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/get-stdin
222 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/get-urls
223 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gh-pages
224 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/github-url-from-git
225 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/github-url-from-username-repo
226 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/github-username
227 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/glob
228 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/glob-stream
229 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/glob-watcher
230 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/glob2base
231 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/globule
232 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/got
233 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/graceful-fs
234 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/grouped-queue
235 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/growl
236 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/grunt-cli
237 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gruntfile-editor
238 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp
239 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-autoprefixer
240 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-browserify
241 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-concat
242 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-concat-sourcemap
243 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-connect
244 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-csso
245 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-install
246 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-intermediate
247 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-jade
248 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-minify-css
249 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-plumber
250 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-rename
251 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-rimraf
252 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-ruby-sass
253 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-sass
254 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-serve
255 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-server
256 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-sourcemaps
257 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-stylus
258 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-uglify
259 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/gulp-util
260 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/handlebars
261 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/has-ansi
262 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/has-color
263 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/hawk
264 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/hoek
265 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/htmlparser2
266 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/http-browserify
267 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/http-signature
268 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/https-browserify
269 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/i
270 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/iconv-lite
271 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ieee754
272 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/indexof
273 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/indx
274 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/inflight
275 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/inherits
276 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ini
277 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/init-package-json
278 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/inline-source-map
279 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/inquirer
280 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/insert-css
281 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/insert-module-globals
282 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/insight
283 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/interpret
284 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/intersect
285 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ionic
286 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ios-sim
287 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is
288 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-7zip
289 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-absolute
290 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-array
291 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-bzip2
292 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-gzip
293 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-integer
294 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-promise
295 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-rar
296 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-relative
297 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-root
298 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-tar
299 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-utf8
300 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/is-zip
301 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/isarray
302 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/isbinaryfile
303 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/jade
304 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/js-yaml
305 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/json-stable-stringify
306 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/json-stringify-safe
307 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/jsonfile
308 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/jsonify
309 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/jsonparse
310 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/junk
311 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/keypress
312 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/labeled-stream-splicer
313 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/latest-version
314 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lazystream
315 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/less
316 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/less-middleware
317 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lexical-scope
318 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/liftoff
319 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lockfile
320 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash
321 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash-node
322 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._escapehtmlchar
323 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._escapestringchar
324 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._htmlescapes
325 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._isnative
326 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._objecttypes
327 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._reinterpolate
328 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._reunescapedhtml
329 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash._shimkeys
330 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.debounce
331 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.defaults
332 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.escape
333 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.isfunction
334 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.isobject
335 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.keys
336 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.now
337 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.template
338 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.templatesettings
339 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lodash.values
340 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lru-cache
341 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/lru-queue
342 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/map-key
343 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/map-stream
344 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/markdown
345 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/marked
346 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/match-stream
347 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/media-typer
348 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/memoizee
349 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/memory-cache
350 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/method-override
351 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/methods
352 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mime
353 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mime-db
354 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mime-types
355 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mimeparse
356 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/minimatch
357 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/minimist
358 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mkdirp
359 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mkpath
360 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mocha
361 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/module-deps
362 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/monocle
363 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/morgan
364 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mout
365 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ms
366 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/multiline
367 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/multiparty
368 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/multipipe
369 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mute-stream
370 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/mz
371 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/nan
372 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/native-or-bluebird
373 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ncp
374 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/negotiator
375 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/next-tick
376 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/node-sass
